sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
110,M,60.41,Others,53.39,Central,Science,66.95,Comm&Mgmt,No,50,Mkt&Fin,56.86,Placed,264461
60,F,77.78,Central,62.45,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,58.66,Placed,
201,F,89.4,Others,53.88,Others,Science,83.08,Comm&Mgmt,No,50,Mkt&Fin,71.37,Placed,200000
148,M,89.4,Central,62.39,Others,Arts,77.34,Comm&Mgmt,No,68.13,Mkt&Fin,69.21,Placed,200000
169,M,65.28,Central,52.88,Central,Commerce,65.7,Comm&Mgmt,No,80.2,Mkt&Fin,55.01,Not Placed,265953
10,M,64.61,Others,38.81,Others,Science,78.39,Comm&Mgmt,No,62.9,Mkt&Fin,51.21,Not Placed,
215,M,65.51,Central,45.31,Others,Commerce,65.25,Comm&Mgmt,No,64.49,Mkt&Fin,55.43,Not Placed,
149,M,65.88,Others,51.94,Others,Science,60.32,Comm&Mgmt,Yes,75.2,Mkt&HR,56.79,Placed,330162
215,M,86.47,Central,61.59,Others,Commerce,67.43,Comm&Mgmt,No,64.27,Mkt&Fin,71.68,Placed,342394
127,M,74.14,Central,60.93,Others,Commerce,81.87,Comm&Mgmt,No,58.46,Mkt&Fin,71.27,Placed,284564
215,M,87.87,Central,79.39,Others,Commerce,85.07,Comm&Mgmt,No,50,Mkt&Fin,62.87,Placed,200000
164,M,89.4,Others,79.32,Others,Commerce,86.87,Comm&Mgmt,Yes,55.89,Mkt&Fin,68.06,Placed,200000
137,M,69.99,Central,38.66,Central,Commerce,50,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,212718
202,M,89.4,Central,50.04,Others,Commerce,77.96,Comm&Mgmt,No,77.38,Mkt&Fin,76.06,Not Placed,200000
105,M,56.16,Central,37,Others,Commerce,50,Comm&Mgmt,No,61.34,Mkt&Fin,51.21,Not Placed,200000
73,M,87.37,Others,66.95,Others,Commerce,85.63,Comm&Mgmt,No,69.75,Mkt&Fin,68.2,Placed,261211
102,F,89.4,Central,62.62,Central,Commerce,83.58,Sci&Tech,No,55.48,Mkt&Fin,77.89,Placed,200000
171,F,79.83,Others,58.84,Others,Commerce,75.53,Comm&Mgmt,No,50,Mkt&Fin,54.51,Not Placed,270261
134,M,42.64,Central,38.5,Others,Commerce,88.28,Sci&Tech,No,87.52,Mkt&Fin,51.37,Placed,286775
154,M,81.64,Others,86.29,Others,Commerce,85.37,Comm&Mgmt,Yes,59.43,Mkt&Fin,77.89,Placed,413678
215,F,63.79,Central,37,Others,Commerce,50,Comm&Mgmt,No,88.35,Mkt&Fin,51.21,Not Placed,256963
116,M,75.33,Others,61.43,Central,Commerce,83.11,Comm&Mgmt,No,51.25,Mkt&Fin,77.89,Placed,263224
215,M,82.3,Central,45.97,Others,Science,66.07,Sci&Tech,No,69.79,Mkt&Fin,57.25,Not Placed,278837
107,F,82.22,Central,39.5,Others,Commerce,78.12,Comm&Mgmt,No,65.08,Mkt&Fin,60.52,Placed,
156,M,64.9,Others,52.49,Central,Commerce,68.41,Comm&Mgmt,No,57.17,Mkt&Fin,51.21,Placed,264388
185,M,70.08,Central,42.63,Others,Arts,76.45,Comm&Mgmt,Yes,72.22,Mkt&Fin,68.46,Placed,208392
100,M,89.4,Others,96.7,Central,Science,91,Comm&Mgmt,Yes,83.93,Mkt&Fin,70.96,Placed,252943
154,M,57.38,Others,49.01,Central,Commerce,50,Comm&Mgmt,No,70.51,Mkt&Fin,52.32,Placed,271645
152,M,75.43,Central,78.31,Others,Science,56.95,Comm&Mgmt,Yes,56.66,Mkt&HR,58.51,Placed,200000
215,F,75.92,Central,52.6,Others,Commerce,78.65,Comm&Mgmt,No,51.15,Mkt&Fin,55.67,Not Placed,254935
143,M,76.76,Central,63.46,Others,Commerce,80.27,Comm&Mgmt,No,57.84,Mkt&Fin,51.21,Placed,259188
3,F,56.5,Central,43.51,Others,Commerce,77.76,Comm&Mgmt,No,82.26,Mkt&HR,55.51,Not Placed,
136,M,67.23,Central,44.55,Others,Commerce,74.5,Comm&Mgmt,No,50,Mkt&Fin,62.96,Placed,277076
16,M,55.3,Others,37,Central,Science,69.92,Comm&Mgmt,No,51.64,Mkt&Fin,59.65,Not Placed,
86,M,80.52,Others,39.99,Others,Commerce,58.68,Comm&Mgmt,No,72.24,Mkt&HR,58.26,Placed,337577
215,M,89.2,Central,64.04,Central,Commerce,86.22,Sci&Tech,No,71.03,Mkt&HR,64.89,Placed,200000
52,M,84.39,Others,37,Others,Commerce,88.22,Comm&Mgmt,No,78.16,Mkt&Fin,58.14,Placed,255296
186,M,85.34,Central,64.63,Others,Science,53.18,Sci&Tech,No,71.37,Mkt&HR,52.57,Placed,276484
58,M,81.88,Others,69.53,Others,Commerce,87.31,Comm&Mgmt,No,98,Mkt&Fin,71.84,Placed,276787
78,M,60.43,Others,66.7,Others,Commerce,85.95,Comm&Mgmt,No,50,Mkt&HR,77.89,Placed,300895
215,F,78.2,Central,44.3,Others,Science,50,Comm&Mgmt,No,88.21,Mkt&Fin,60.61,Placed,
188,M,79.89,Others,58.87,Central,Science,56.98,Comm&Mgmt,Yes,54.86,Mkt&Fin,55.36,Placed,200000
191,F,89.4,Others,53.24,Others,Science,91,Comm&Mgmt,No,50,Mkt&Fin,76.56,Placed,200000
1,M,81.72,Central,57.52,Central,Commerce,83.72,Sci&Tech,No,67.1,Mkt&Fin,57.44,Placed,
108,F,54.73,Central,53.9,Central,Commerce,83.39,Comm&Mgmt,No,53.33,Mkt&Fin,51.21,Placed,
128,M,57.53,Others,38.58,Others,Commerce,74.04,Comm&Mgmt,Yes,83.2,Mkt&Fin,63.05,Placed,200000
98,M,86.71,Central,64.14,Others,Science,71.41,Comm&Mgmt,Yes,50,Mkt&Fin,70.97,Placed,
106,M,89.4,Central,86.12,Others,Commerce,75.22,Comm&Mgmt,No,54.32,Mkt&Fin,57.59,Placed,200000
1,M,70.54,Central,41.3,Others,Commerce,52.44,Comm&Mgmt,No,69.73,Mkt&Fin,51.21,Not Placed,269109
96,M,89.4,Central,60.38,Others,Commerce,83.28,Comm&Mgmt,No,50,Mkt&Fin,77.89,Placed,388618
126,F,47.32,Others,37,Others,Commerce,50.52,Comm&Mgmt,Yes,50,Mkt&Fin,51.21,Placed,
35,M,85.88,Others,59.57,Central,Commerce,88.64,Comm&Mgmt,No,62.78,Mkt&HR,77.89,Placed,287821
205,F,82.19,Others,37,Others,Science,85.93,Comm&Mgmt,No,63.81,Mkt&Fin,55.17,Placed,208377
192,M,68.84,Central,45.39,Others,Commerce,63.66,Sci&Tech,Yes,67.48,Mkt&Fin,64.39,Placed,
108,F,61.4,Central,37,Others,Science,68.59,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
157,M,89.4,Others,46.92,Others,Commerce,71.13,Others,Yes,98,Mkt&HR,65.35,Placed,200000
204,M,87.47,Central,49.01,Others,Commerce,66.14,Comm&Mgmt,No,57.82,Mkt&HR,54.32,Not Placed,323541
215,F,64.83,Others,40.29,Others,Commerce,63.34,Comm&Mgmt,No,89.01,Mkt&HR,70.61,Not Placed,
157,M,88.18,Central,41.31,Central,Science,59.14,Sci&Tech,No,58.67,Mkt&Fin,76.93,Not Placed,281445
31,M,89.4,Central,54.19,Central,Commerce,82.61,Comm&Mgmt,Yes,59.52,Mkt&Fin,51.21,Placed,200000
93,F,68.15,Central,66.37,Others,Commerce,65.81,Comm&Mgmt,No,50,Mkt&Fin,51.68,Placed,
93,F,89.4,Central,60.98,Central,Commerce,83.22,Comm&Mgmt,Yes,50,Mkt&Fin,67.82,Placed,273939
125,M,89.4,Others,65.94,Others,Science,82.74,Comm&Mgmt,No,76.32,Mkt&Fin,63.89,Placed,200000
145,M,86.46,Central,60.84,Central,Arts,68.96,Others,Yes,55.47,Mkt&Fin,67.43,Placed,365586
108,M,79.58,Others,63.45,Others,Commerce,57.37,Comm&Mgmt,No,62.04,Mkt&Fin,76.07,Placed,301050
215,M,89.35,Central,60.86,Others,Commerce,78.53,Comm&Mgmt,No,93.37,Mkt&Fin,75.3,Not Placed,200000
24,F,66.3,Others,40.76,Others,Commerce,52.41,Comm&Mgmt,No,50,Mkt&Fin,65.88,Placed,292100
180,M,87.41,Central,37,Others,Commerce,54.58,Comm&Mgmt,Yes,64.68,Mkt&Fin,77.89,Placed,285720
34,F,75.21,Central,37,Others,Commerce,74.91,Comm&Mgmt,Yes,98,Mkt&HR,74.59,Not Placed,267382
160,F,86.87,Central,48.85,Others,Science,62,Comm&Mgmt,No,60.95,Mkt&Fin,57.48,Placed,
129,M,82.22,Others,51.22,Others,Commerce,77.35,Comm&Mgmt,Yes,96.4,Mkt&Fin,62.8,Placed,221449
101,M,89.4,Others,68.94,Others,Science,91,Sci&Tech,No,72.64,Mkt&Fin,56.19,Placed,
114,M,78.79,Others,75.62,Others,Commerce,85.68,Comm&Mgmt,No,59.17,Mkt&Fin,57.31,Placed,200000
57,F,55.19,Central,49.1,Others,Commerce,73.24,Comm&Mgmt,No,56.41,Mkt&HR,51.21,Placed,292572
8,M,70.47,Others,55.84,Others,Commerce,73.61,Comm&Mgmt,No,73,Mkt&Fin,53.38,Not Placed,
39,M,79.71,Others,63.83,Others,Science,72.83,Comm&Mgmt,No,60.43,Mkt&Fin,57.8,Placed,200000
169,M,74.45,Others,60.94,Others,Commerce,57.55,Comm&Mgmt,No,77.22,Mkt&Fin,54.52,Placed,212709
71,F,60.7,Others,37,Others,Commerce,83.42,Sci&Tech,Yes,62.13,Mkt&Fin,65.87,Not Placed,
149,M,69.98,Central,63.44,Central,Commerce,78.07,Comm&Mgmt,No,62.18,Mkt&HR,58.43,Placed,232564
151,F,84.73,Central,65.79,Others,Arts,86.45,Comm&Mgmt,No,50.51,Mkt&Fin,76.04,Placed,284094
10,M,73.74,Central,39.23,Others,Commerce,77.62,Comm&Mgmt,No,78.72,Mkt&HR,75.69,Not Placed,
215,M,67.09,Others,53.56,Central,Science,78.81,Others,No,50,Mkt&Fin,51.21,Placed,263033
124,F,89.4,Others,62.74,Others,Science,75.18,Comm&Mgmt,Yes,72.82,Mkt&HR,62.2,Not Placed,206786
39,F,59.81,Others,75.89,Central,Commerce,80.21,Sci&Tech,No,84.88,Mkt&HR,53.35,Placed,212417
171,M,79.82,Central,64.04,Others,Commerce,70.23,Comm&Mgmt,No,53.17,Mkt&HR,55.82,Not Placed,200000
114,M,83.39,Central,58.6,Others,Science,90.09,Comm&Mgmt,No,50,Mkt&Fin,69.62,Placed,267851
100,M,89.4,Others,62.34,Others,Commerce,81.29,Comm&Mgmt,Yes,50,Mkt&Fin,59.03,Placed,200000
138,M,86.98,Others,52.04,Central,Commerce,63.24,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
157,M,89.4,Central,88.61,Others,Science,91,Comm&Mgmt,No,75.74,Mkt&Fin,75.72,Placed,201925
68,M,86.69,Others,79.8,Central,Commerce,80.8,Comm&Mgmt,Yes,86.46,Mkt&Fin,68.35,Placed,264760
215,M,61.7,Others,61.27,Central,Science,77.66,Sci&Tech,No,54.77,Mkt&Fin,57.22,Not Placed,301971
215,F,89.4,Others,66.76,Others,Commerce,91,Comm&Mgmt,No,53.1,Mkt&Fin,59.92,Placed,200000
215,M,89.4,Central,63.26,Others,Commerce,87.21,Comm&Mgmt,Yes,63.29,Mkt&Fin,68.28,Placed,200000
179,M,63.73,Central,39.33,Central,Commerce,73.87,Comm&Mgmt,No,56.63,Mkt&Fin,62.08,Placed,
215,M,79.56,Others,53.6,Central,Science,75.53,Comm&Mgmt,No,84.75,Mkt&Fin,76.74,Not Placed,302946
94,M,75.3,Central,97.7,Others,Commerce,88.19,Comm&Mgmt,No,50,Mkt&Fin,69.26,Placed,301329
123,F,83.78,Central,62.14,Others,Science,79.11,Comm&Mgmt,Yes,73.98,Mkt&Fin,76.68,Placed,222841
50,M,85.05,Others,85.68,Others,Commerce,89.63,Comm&Mgmt,No,90.55,Mkt&Fin,64.79,Not Placed,261300
1,M,78.43,Central,37,Central,Science,77.15,Comm&Mgmt,No,50,Mkt&Fin,51.3,Placed,
177,M,88.08,Central,61.14,Others,Commerce,72.44,Comm&Mgmt,Yes,98,Mkt&Fin,69.13,Placed,200000
215,F,62.64,Central,47.49,Others,Commerce,71.9,Comm&Mgmt,No,50.53,Mkt&Fin,51.21,Placed,200000
115,M,89.4,Others,66,Central,Science,68.17,Comm&Mgmt,No,98,Mkt&Fin,61.75,Not Placed,
146,M,65.61,Others,55.59,Others,Science,68.2,Comm&Mgmt,No,57.7,Mkt&Fin,73.14,Placed,
83,M,89.4,Others,37,Others,Science,50.73,Comm&Mgmt,Yes,58.05,Mkt&Fin,58.04,Placed,250274
1,M,79.49,Central,64.15,Others,Commerce,88.57,Comm&Mgmt,No,50,Mkt&Fin,69.26,Not Placed,270625
81,F,78.23,Others,77.87,Central,Commerce,91,Comm&Mgmt,No,50,Mkt&Fin,58.25,Placed,200000
59,M,88.68,Central,50.52,Others,Arts,60.3,Comm&Mgmt,No,92.87,Mkt&Fin,62.27,Placed,208134
98,M,78.91,Central,58.8,Others,Science,84.53,Comm&Mgmt,No,61.71,Mkt&Fin,75.71,Placed,281385
137,M,89.4,Central,67.18,Others,Science,86.64,Comm&Mgmt,Yes,54.34,Mkt&Fin,61.09,Placed,262496
148,M,76.45,Central,39.59,Others,Science,50.65,Comm&Mgmt,No,50,Mkt&Fin,54.28,Not Placed,208210
192,M,79.65,Central,38.22,Others,Science,50.07,Others,No,50,Mkt&Fin,75.21,Not Placed,
152,M,89.4,Central,43.89,Others,Commerce,58.18,Comm&Mgmt,No,56.62,Mkt&Fin,68.11,Not Placed,246837
115,M,75.96,Others,62.28,Others,Science,76.82,Comm&Mgmt,No,94.87,Mkt&Fin,58.15,Not Placed,277168
99,F,84.26,Central,56.87,Others,Commerce,69.64,Sci&Tech,Yes,61.9,Mkt&Fin,57.75,Placed,393044
155,M,83.61,Others,68.31,Central,Science,68.39,Comm&Mgmt,No,59.69,Mkt&Fin,76.95,Placed,
151,M,80.02,Central,37,Others,Commerce,78.26,Sci&Tech,Yes,97.38,Mkt&Fin,63.02,Placed,263370
208,F,87.46,Central,56.88,Central,Science,70.28,Comm&Mgmt,Yes,72.18,Mkt&HR,59.26,Placed,
68,F,86.33,Central,63.91,Others,Science,86.15,Comm&Mgmt,No,75.24,Mkt&Fin,61.23,Placed,267061
68,M,73.73,Others,43,Others,Commerce,50,Sci&Tech,Yes,58.24,Mkt&Fin,51.21,Placed,288009
166,F,74.74,Others,47.7,Central,Commerce,64.19,Comm&Mgmt,No,50,Mkt&HR,51.21,Placed,
128,F,78.6,Others,58.01,Others,Commerce,71.48,Comm&Mgmt,No,50,Mkt&Fin,57.94,Placed,277428
1,M,76.5,Others,42.31,Central,Commerce,63.63,Comm&Mgmt,Yes,69.23,Mkt&Fin,70.71,Not Placed,287329
1,M,58.66,Others,37,Others,Commerce,80.95,Comm&Mgmt,No,75.57,Mkt&Fin,53.21,Placed,212032
118,M,77.17,Central,57.39,Others,Commerce,78.34,Comm&Mgmt,No,78.03,Mkt&Fin,64.67,Placed,
1,M,88.8,Others,41.56,Others,Commerce,72.26,Comm&Mgmt,No,84.76,Mkt&Fin,51.21,Placed,200000
172,F,65.75,Central,49.59,Central,Commerce,61.83,Comm&Mgmt,No,57.71,Mkt&Fin,51.21,Not Placed,
215,F,89.4,Central,91.08,Others,Commerce,84.02,Comm&Mgmt,No,65.27,Mkt&Fin,72.6,Not Placed,225536
215,M,74.65,Central,77.28,Others,Science,91,Comm&Mgmt,No,51.26,Mkt&Fin,65.82,Placed,200000
149,F,81.42,Others,41.21,Others,Science,50.17,Comm&Mgmt,No,52.05,Mkt&Fin,64.97,Placed,316226
158,M,89.4,Central,47.92,Others,Arts,73.1,Comm&Mgmt,Yes,50,Mkt&HR,66.36,Placed,258520
158,M,89.4,Others,70.03,Others,Commerce,91,Comm&Mgmt,Yes,50,Mkt&HR,66.35,Placed,254328
100,M,80.47,Central,38.73,Central,Science,86.54,Comm&Mgmt,No,75.21,Mkt&Fin,63.81,Not Placed,
1,M,75.54,Central,65.19,Central,Commerce,83.49,Comm&Mgmt,No,65.29,Mkt&HR,71.21,Not Placed,202415
80,F,86.15,Central,58.91,Others,Commerce,86.84,Comm&Mgmt,No,80.45,Mkt&Fin,73.06,Placed,284705
169,M,77.33,Central,38.35,Others,Commerce,64.66,Comm&Mgmt,No,80.56,Mkt&Fin,76.12,Not Placed,
138,F,84.34,Central,54.59,Others,Commerce,50,Comm&Mgmt,Yes,68.16,Mkt&Fin,58.12,Not Placed,334738
215,F,89.4,Others,50.64,Others,Commerce,75.79,Comm&Mgmt,Yes,50,Mkt&Fin,67.19,Placed,285626
215,F,89.4,Others,50.29,Others,Commerce,55.49,Comm&Mgmt,No,66.52,Mkt&Fin,68.02,Placed,280049
20,M,74.75,Others,55.07,Others,Science,91,Comm&Mgmt,No,98,Mkt&Fin,62.24,Not Placed,
187,M,59.33,Central,46.1,Others,Arts,72.51,Comm&Mgmt,Yes,58.88,Mkt&HR,52.26,Placed,
1,M,63.58,Others,55.87,Others,Commerce,83.39,Comm&Mgmt,Yes,50,Mkt&HR,51.21,Not Placed,
144,M,89.4,Central,70.78,Others,Commerce,83.58,Comm&Mgmt,No,60.01,Mkt&Fin,55.49,Placed,200000
140,M,73.09,Central,57.16,Central,Science,80.22,Comm&Mgmt,No,54.53,Mkt&Fin,51.21,Placed,
149,M,89.4,Central,62.48,Others,Science,87.15,Comm&Mgmt,No,55.9,Mkt&Fin,63.58,Placed,274195
133,F,64.35,Others,50.9,Central,Commerce,55.9,Comm&Mgmt,No,74.48,Mkt&Fin,68.01,Not Placed,200000
110,M,66.51,Others,37,Central,Science,66,Comm&Mgmt,No,50,Mkt&Fin,51.21,Not Placed,200000
73,F,77.31,Central,44.55,Others,Commerce,86.23,Comm&Mgmt,No,59.23,Mkt&Fin,56.19,Placed,200000
73,F,68.86,Others,49.05,Others,Commerce,91,Comm&Mgmt,No,79.38,Mkt&HR,54.55,Placed,276952
55,M,78.03,Others,61.56,Others,Commerce,86.96,Comm&Mgmt,No,98,Mkt&Fin,65.52,Placed,228399
93,F,89.4,Others,72.94,Central,Commerce,91,Comm&Mgmt,No,67.18,Mkt&Fin,77.89,Placed,235687
215,M,60.93,Others,46.95,Others,Commerce,62.58,Comm&Mgmt,No,56.84,Mkt&Fin,52.71,Not Placed,
128,M,69.52,Central,60.29,Central,Commerce,83.02,Comm&Mgmt,No,62.67,Mkt&Fin,64.96,Placed,222042
132,F,80.55,Others,37,Others,Science,68.3,Comm&Mgmt,No,58.96,Mkt&Fin,67.63,Not Placed,273723
49,F,42.03,Others,37,Others,Commerce,67.4,Sci&Tech,No,50,Mkt&Fin,51.21,Not Placed,
166,F,77.41,Others,50.02,Central,Commerce,75.99,Comm&Mgmt,No,55.15,Mkt&Fin,51.21,Placed,251025
169,F,89.4,Others,39.26,Central,Science,80.6,Comm&Mgmt,No,53.04,Mkt&Fin,71.09,Not Placed,275035
166,F,47.94,Others,37.37,Others,Science,70.08,Comm&Mgmt,No,52.52,Mkt&Fin,54.25,Placed,295598
171,M,85.64,Others,77.04,Central,Commerce,91,Comm&Mgmt,No,75.69,Mkt&Fin,76.18,Placed,202680
155,F,80.36,Central,78.77,Central,Commerce,67.02,Comm&Mgmt,No,50,Mkt&Fin,60.6,Not Placed,260296
54,F,86.05,Central,55.37,Others,Commerce,79.7,Comm&Mgmt,Yes,62.34,Mkt&Fin,74.61,Placed,200000
104,M,52.29,Central,54.21,Others,Commerce,66.65,Comm&Mgmt,Yes,63.97,Mkt&Fin,53.2,Not Placed,
159,M,73.39,Central,39.19,Central,Commerce,61.82,Comm&Mgmt,Yes,50,Mkt&Fin,64.26,Placed,299566
175,F,65.71,Central,42.32,Others,Arts,50.6,Comm&Mgmt,No,58.36,Mkt&HR,65.46,Not Placed,265790
190,F,86.9,Central,58.55,Central,Science,50,Comm&Mgmt,No,82.9,Mkt&Fin,51.21,Not Placed,200000
179,F,48.57,Others,48.06,Others,Commerce,79.6,Comm&Mgmt,Yes,59.05,Mkt&Fin,55.67,Placed,304139
84,M,65.8,Central,69.14,Others,Commerce,71.56,Comm&Mgmt,No,87.29,Mkt&HR,60.42,Not Placed,287406
118,M,89.4,Others,67.12,Others,Arts,52.9,Comm&Mgmt,No,60.21,Mkt&HR,53.42,Not Placed,
31,M,83.54,Others,69.68,Others,Commerce,87.39,Comm&Mgmt,No,62.52,Mkt&Fin,68.34,Placed,
130,F,89.4,Others,60.23,Others,Commerce,78.64,Comm&Mgmt,No,58.84,Mkt&Fin,77.89,Placed,292987
215,M,82.6,Central,65.08,Others,Commerce,63.25,Comm&Mgmt,Yes,67.81,Mkt&Fin,77.54,Placed,471878
23,F,89.35,Central,53.14,Others,Commerce,66.22,Comm&Mgmt,No,61.87,Mkt&HR,51.21,Placed,200000
35,F,66.77,Central,56.4,Central,Commerce,73.24,Comm&Mgmt,No,50,Mkt&Fin,51.21,Placed,
13,M,46.89,Central,37,Others,Science,86.35,Comm&Mgmt,No,74.87,Mkt&Fin,67.76,Not Placed,
86,M,59.64,Central,37,Others,Science,50,Comm&Mgmt,No,66.36,Mkt&Fin,56.17,Placed,313670
98,F,87.87,Others,74.58,Others,Commerce,85.73,Comm&Mgmt,No,83.24,Mkt&Fin,59.87,Not Placed,228228
215,M,76.29,Others,68.61,Others,Commerce,90.36,Comm&Mgmt,No,83.3,Mkt&Fin,68.51,Placed,294188
183,F,77.16,Others,63.6,Others,Commerce,70.85,Comm&Mgmt,Yes,62.3,Mkt&HR,73.42,Placed,
44,M,49.41,Central,37,Others,Commerce,58.02,Sci&Tech,No,54.42,Mkt&HR,63.08,Placed,
98,M,67.57,Others,49.91,Others,Commerce,65.18,Comm&Mgmt,Yes,73,Mkt&Fin,59.2,Placed,288601
140,F,86.44,Others,43.78,Others,Commerce,82.81,Comm&Mgmt,No,51.11,Mkt&HR,57.53,Placed,
5,F,62.81,Central,70.06,Central,Science,75.99,Comm&Mgmt,No,62.38,Mkt&Fin,51.21,Not Placed,201745
151,M,73.44,Others,67.25,Others,Commerce,72.48,Comm&Mgmt,Yes,55.27,Mkt&Fin,59.65,Placed,227279
73,F,64.71,Central,41.85,Others,Commerce,58.85,Comm&Mgmt,No,81.38,Mkt&Fin,59.95,Not Placed,270000
47,M,73.71,Central,45.45,Central,Commerce,81.19,Comm&Mgmt,No,54.11,Mkt&Fin,58.54,Placed,287217
215,M,59.01,Central,60.73,Central,Commerce,62.47,Comm&Mgmt,No,54.77,Mkt&Fin,59.43,Placed,218391
80,F,89.4,Central,56.03,Others,Commerce,90.43,Comm&Mgmt,No,98,Mkt&Fin,63.09,Placed,200000
156,M,80,Others,75.88,Others,Commerce,82.57,Comm&Mgmt,No,65.67,Mkt&Fin,69.85,Placed,223796
148,M,54.35,Central,37,Others,Commerce,61.64,Comm&Mgmt,No,93.06,Mkt&Fin,51.21,Placed,282673
215,F,89.4,Others,66.38,Others,Commerce,85.41,Comm&Mgmt,No,57.09,Mkt&Fin,58.05,Placed,261481
159,M,72.06,Central,49.3,Others,Arts,66.44,Comm&Mgmt,No,68.08,Mkt&Fin,58.72,Placed,203896
95,F,89.4,Central,68.78,Others,Commerce,91,Comm&Mgmt,No,67.21,Mkt&HR,71.24,Placed,200000
158,M,89.4,Others,38.76,Central,Commerce,54.18,Comm&Mgmt,No,63.66,Mkt&HR,59.3,Not Placed,
198,M,72.64,Others,73.38,Others,Commerce,82.82,Comm&Mgmt,No,55.32,Mkt&Fin,77.89,Placed,245837
215,M,71.16,Central,50.5,Others,Science,50,Comm&Mgmt,No,77.49,Mkt&HR,60.41,Placed,221976
17,M,44.02,Central,37,Others,Commerce,73.68,Sci&Tech,Yes,69.63,Mkt&Fin,51.21,Not Placed,
109,M,73.09,Central,38.24,Central,Science,76.25,Comm&Mgmt,No,59.7,Mkt&Fin,64.32,Placed,287889
151,M,83.05,Central,76.08,Central,Commerce,83.45,Comm&Mgmt,No,96.46,Mkt&Fin,74.03,Placed,228934
66,M,87.49,Central,37,Others,Commerce,58.45,Comm&Mgmt,No,77.2,Mkt&Fin,53.13,Not Placed,264677
215,M,89.4,Central,49.77,Others,Commerce,64.23,Comm&Mgmt,No,50,Mkt&Fin,56.92,Placed,223859
142,F,76.31,Central,37,Others,Science,70.61,Comm&Mgmt,No,52,Mkt&Fin,55.87,Placed,
1,F,87.26,Others,54.27,Others,Commerce,80.62,Sci&Tech,Yes,56.33,Mkt&Fin,66.64,Placed,283794
165,M,89.4,Central,37,Central,Commerce,66.96,Comm&Mgmt,No,50,Mkt&Fin,63.75,Placed,200000
215,M,61.72,Others,37,Others,Commerce,66.64,Others,Yes,64.99,Mkt&HR,60.59,Placed,
71,M,54.21,Central,37,Central,Science,82.48,Comm&Mgmt,No,50,Mkt&Fin,52.35,Not Placed,220142
215,M,79.9,Central,53.53,Others,Science,70.79,Comm&Mgmt,Yes,79.5,Mkt&Fin,70.3,Placed,284140
145,F,64.68,Others,47.4,Central,Commerce,68.28,Comm&Mgmt,No,52.07,Mkt&Fin,56.87,Placed,212252
215,M,80.08,Others,56.63,Others,Commerce,76.81,Comm&Mgmt,No,67.86,Mkt&HR,51.21,Placed,270705
111,M,44.24,Others,59.85,Others,Commerce,86.51,Comm&Mgmt,No,54.86,Mkt&HR,62.56,Not Placed,
31,M,83.07,Central,37,Others,Commerce,63.19,Comm&Mgmt,No,50.05,Mkt&Fin,51.21,Placed,200644
175,M,68.23,Central,56.45,Others,Commerce,86.6,Comm&Mgmt,No,65.01,Mkt&HR,53.59,Placed,
121,M,78.23,Central,46.77,Others,Science,70.75,Comm&Mgmt,No,71.93,Mkt&Fin,66.84,Placed,266078
215,M,77.64,Others,37,Others,Science,56.84,Comm&Mgmt,No,51.41,Mkt&Fin,58.75,Placed,200000
77,M,82,Others,57.13,Others,Commerce,91,Comm&Mgmt,No,85.08,Mkt&HR,71.78,Placed,222764
130,F,78.78,Others,68.83,Others,Commerce,74.32,Comm&Mgmt,No,73.17,Mkt&Fin,60.25,Not Placed,200000
164,M,75.98,Central,45.64,Others,Science,50,Comm&Mgmt,No,98,Mkt&Fin,58.17,Placed,200000
11,M,69.03,Central,62.47,Others,Commerce,74.77,Comm&Mgmt,No,87.22,Mkt&HR,55.1,Placed,
133,M,62.41,Central,58.47,Central,Commerce,72.53,Comm&Mgmt,Yes,51.69,Mkt&HR,53.55,Placed,200000
68,M,86.28,Others,64.72,Others,Science,79.58,Comm&Mgmt,No,98,Mkt&Fin,51.21,Placed,200000
210,M,89.4,Central,52.45,Others,Commerce,72.64,Comm&Mgmt,Yes,50,Mkt&Fin,72.81,Placed,274977
193,M,63.32,Others,62.54,Others,Commerce,84.89,Comm&Mgmt,No,69.95,Mkt&Fin,69.75,Placed,225574
155,M,89.4,Others,82.23,Others,Science,88.34,Sci&Tech,Yes,64.59,Mkt&Fin,77.89,Not Placed,200000
95,M,89.4,Others,73.44,Others,Commerce,91,Comm&Mgmt,No,51.55,Mkt&Fin,54.46,Not Placed,
215,M,79.03,Central,43.47,Central,Science,51.96,Comm&Mgmt,No,97.87,Mkt&Fin,66.36,Placed,
171,M,81.21,Others,76.3,Others,Commerce,64.96,Comm&Mgmt,Yes,74.37,Mkt&Fin,77.89,Placed,
163,M,88.02,Others,72.51,Others,Commerce,68.19,Sci&Tech,No,80.16,Mkt&Fin,76.72,Placed,244471
114,M,86.31,Others,66.3,Others,Commerce,65.66,Comm&Mgmt,No,65.77,Mkt&Fin,71.57,Not Placed,288462
100,F,70.42,Central,37,Others,Science,76.96,Comm&Mgmt,No,50,Mkt&Fin,57.44,Placed,290240
